FTTB-Account (WoWi): Accountname  ↑,Cluster  ↓,Ausbauzustand,Postleitzahl,Adresse,Private Wohneinheiten (U),Private Wohneinheiten (S),Private Wohneinheiten (O),Gewerbeeinheiten (U),Gewerbeeinheiten (O),Gewerbeeinheiten (S),FTTB-Opportunity (WoWi),Cluster Name,Bezirk,Quartier
TEGA PRIME IMMOBILIENMANAGEMENT GMBH,V_Polygon 80.1-2 (Ausdehnung),,10559,Havelberger Straße 19,17,23,23,1,0,0,TEGA PRIME IMMOBILIENMANAGEMENT GMBH - V_Polygon 80.1 - verloren,V_Polygon 80.1-2 (Ausdehnung),Mitte,Moabit
TEGA PRIME IMMOBILIENMANAGEMENT GMBH,V_Polygon 80.1-2 (Ausdehnung),,10559,Stephanstraße 24,13,15,15,0,0,0,TEGA PRIME IMMOBILIENMANAGEMENT GMBH - V_Polygon 80.1 - verloren,V_Polygon 80.1-2 (Ausdehnung),Mitte,Moabit
Thomas Hinzpeter Hausverwaltung,Cluster 03,ABZ III,10719,Uhlandstraße 44,3,23,23,1,0,,Thomas Hinzpeter Hausverwaltung - Cluster 03 - verloren,Cluster 03,Charlottenburg-Wilmersdorf,Wilmersdorf
Thomas Hinzpeter Hausverwaltung,Cluster 03,ABZ III,10719,Uhlandstraße 43,31,23,23,2,0,,Thomas Hinzpeter Hausverwaltung - Cluster 03 - verloren,Cluster 03,Charlottenburg-Wilmersdorf,Wilmersdorf
Thombansen Immobilien-Management,Cluster 04,ABZ III,10711,Karlsruher Straße 3,19,25,25,0,,,Thombansen Immobilien-Management - Cluster 04 - 53 (M1) - verloren,Cluster 04,Charlottenburg-Wilmersdorf,Halensee
Thombansen Immobilien-Management,Cluster 04,ABZ III,10629,Droysenstraße 19,21,25,25,2,3,3,Thombansen Immobilien-Management - Cluster 04 - 53 (M1) - verloren,Cluster 04,Charlottenburg-Wilmersdorf,Charlottenburg
Tino Knobel Immobilien,V_Polygon 6.1-3 (Ausdehnung),,10585,Nithackstraße 4,14,18,16,0,0,,Tino Knobel Immobilien - V_Polygon 6.3 - 43 (S1) - verloren,V_Polygon 6.1-3 (Ausdehnung),Charlottenburg-Wilmersdorf,Charlottenburg
Tino Knobel Immobilien,Polygon 6.0,,10585,Wulfsheinstraße 4,3,12,,0,,,Tino Knobel Immobilien - V_Polygon 6.3 (A1) - WEG - verloren,Polygon 6.0,Charlottenburg-Wilmersdorf,Charlottenburg
Tino Knobel Immobilien,Polygon 6.0,,10585,Wulfsheinstraße 2,3,12,,2,,,Tino Knobel Immobilien - V_Polygon 6.3 (A1) - WEG - verloren,Polygon 6.0,Charlottenburg-Wilmersdorf,Charlottenburg
Tino Knobel Immobilien,Polygon 6.0,,10585,Nithackstraße 11,9,16,30,0,0,,Tino Knobel Immobilien - V_Polygon 6.3 (A1) - WEG - verloren,Polygon 6.0,Charlottenburg-Wilmersdorf,Charlottenburg
Tino Knobel Immobilien,Polygon 6.0,,10585,Schustehrusstraße 27,9,20,19,1,0,,Tino Knobel Immobilien - V_Polygon 6.3 - 43 (S1) - verloren,Polygon 6.0,Charlottenburg-Wilmersdorf,Charlottenburg
Tino Knobel Immobilien,Polygon 6.0,,10585,Fritschestraße 25,7,14,13,0,0,1,Tino Knobel Immobilien - V_Polygon 6.3 - 33 - WEG - verloren,Polygon 6.0,Charlottenburg-Wilmersdorf,Charlottenburg
Tino Knobel Immobilien,Polygon 6.0,,10585,Fritschestraße 24,3,20,20,0,0,1,Tino Knobel Immobilien - V_Polygon 6.3 - 33 - WEG - verloren,Polygon 6.0,Charlottenburg-Wilmersdorf,Charlottenburg
Tino Knobel Immobilien,Cluster 83,ABZ III,10585,Gierkeplatz 10,20,16,18,0,0,,Tino Knobel Immobilien - Cluster 83 - 18 - WEG - verloren,Cluster 83,Charlottenburg-Wilmersdorf,Charlottenburg
Tino Knobel Immobilien,Cluster 64,,12161,Rotdornstraße 7,9,8,10,1,0,1,Tino Knobel Immobilien - Cluster 64 - WEG - verloren,Cluster 64,Tempelhof-Schöneberg,Friedenau
TIOS Immobilienmanagement GmbH,V_Polygon 6.1-3 (Ausdehnung),,14057,Suarezstraße 34,24,24,,0,,,TIOS Immobilienmanagement GmbH - V_Polygon 6.2 (A1) - verloren,V_Polygon 6.1-3 (Ausdehnung),Charlottenburg-Wilmersdorf,Charlottenburg
TIOS Immobilienmanagement GmbH,V_Polygon 6.1-3 (Ausdehnung),,14057,Suarezstraße 33,20,24,,0,,,TIOS Immobilienmanagement GmbH - V_Polygon 6.2 (A1) - verloren,V_Polygon 6.1-3 (Ausdehnung),Charlottenburg-Wilmersdorf,Charlottenburg
TIOS Immobilienmanagement GmbH,V_Polygon 6.1-3 (Ausdehnung),,14057,Suarezstraße 32A,22,24,,1,,,TIOS Immobilienmanagement GmbH - V_Polygon 6.2 (A1) - verloren,V_Polygon 6.1-3 (Ausdehnung),Charlottenburg-Wilmersdorf,Charlottenburg
TIOS Immobilienmanagement GmbH,V_Polygon 6.1-3 (Ausdehnung),,14057,Suarezstraße 32,15,12,,0,,,TIOS Immobilienmanagement GmbH - V_Polygon 6.2 (A1) - verloren,V_Polygon 6.1-3 (Ausdehnung),Charlottenburg-Wilmersdorf,Charlottenburg
Tokea UG,Cluster 64,,12159,Handjerystraße 73,7,10,10,0,0,1,Tokea UG - Cluster 64 - verloren,Cluster 64,Tempelhof-Schöneberg,Friedenau
Tönis Verwaltung UG,Cluster 01,ABZ IV,10777,Grainauer Straße 12,11,10,,2,,5,Tönis Verwaltung UG - Cluster 01 - verloren,Cluster 01,Charlottenburg-Wilmersdorf,Wilmersdorf
Tontsch Real Estate GmbH & Co KG,V_Polygon 75.3 (Vorvermarktung abgebrochen),,10119,Linienstraße 196,8,8,,1,,1,Tontsch Real Estate GmbH & Co KG - V_Polygon 75.3 - 9 (A1) - verloren,V_Polygon 75.3 (Vorvermarktung abgebrochen),Mitte,Mitte
Treichel & Treichel Immobilienberatung,Cluster 83,ABZ III,10585,Behaimstraße 10,24,21,,0,,2,Treichel & Treichel Immobilienberatung - Cluster 83 - 23 (S1) - verloren,Cluster 83,Charlottenburg-Wilmersdorf,Charlottenburg
TRENDCITY GmbH,V_Polygon 24.1 (Ausdehnung),,10785,Lützowstraße 21,13,13,,1,,2,TRENDCITY GmbH - V_Polygon 24.1 (A1) - verloren / leer,V_Polygon 24.1 (Ausdehnung),Mitte,Tiergarten
Trendimmobilien GmbH & Co. KG,Cluster 01,,10777,Martin-Luther-Straße 17,19,1,,0,,,Trendimmobilien GmbH & Co. KG - Cluster 01 - verloren,Cluster 01,Tempelhof-Schöneberg,Schöneberg
Udo Sack Immobilienverwaltung,V_Polygon 91.2,,13353,Fehmarner Straße 3,39,40,36,0,1,1,Udo Sack Immobilienverwaltung - V_Polygon 91.2 - 37 (A1) - verloren,V_Polygon 91.2,Mitte,Wedding
Urban Hausverwaltung,V_Polygon 91.2,,13353,Sprengelstraße 23,45,,45,0,0,,Urban Hausverwaltung - V_Polygon 91.2 - 45 (A1) - verloren,V_Polygon 91.2,Mitte,Wedding
Urban Hausverwaltung,V_Polygon 32.2,,10247,Pettenkoferstraße 42,17,,19,0,0,,Urban Hausverwaltung -  V_Polygon 32.2 - 19 (A1) - verloren,V_Polygon 32.2,Friedrichshain-Kreuzberg,Friedrichshain
Urban Hausverwaltung,V_Polygon 139.3,,12053,Biebricher Straße 1,9,10,,0,,1,Urban Hausverwaltung - V_Polygon 139.4 - verloren,V_Polygon 139.3,Neukölln,Neukölln
Urban Hausverwaltung,V_Polygon 139.3,,12053,Biebricher Straße 1A,13,14,,0,,,Urban Hausverwaltung - V_Polygon 139.4 - verloren,V_Polygon 139.3,Neukölln,Neukölln
Urban Hausverwaltung,V_Polygon 139.1-5 (Ausdehnung),,12051,Emser Straße 102,23,32,,0,,2,URBAN HAUSVERWALTUNG - V_POLYGON 139.5 - 34 (S1) - verloren,V_Polygon 139.1-5 (Ausdehnung),Neukölln,Neukölln
Utz Jeder Immobilienbetreuung und Service - Imbus,Cluster 83,ABZ III,10587,Charlottenburger Ufer 8,11,14,,2,,,Utz Jeder Immobilienbetreuung und Service - Imbus  - Cluster 83 (S1) - verloren,Cluster 83,Charlottenburg-Wilmersdorf,Charlottenburg
vabene Hausverwaltung GmbH,V_Polygon 22.4,ABZ IV,12159,Wielandstraße 33,7,12,11,0,0,,vabene Hausverwaltung GmbH - Cluster 22 - WEG - verloren,V_Polygon 22.4,Tempelhof-Schöneberg,Schöneberg
Videri Immobilien GmbH,V_Polygon 22.4,ABZ IV,12163,Schloßstraße 127,19,25,,3,,3,Videri Immobilien GmbH - Cluster 64 - verloren,V_Polygon 22.4,Steglitz-Zehlendorf,Steglitz
Videri Immobilien GmbH,V_Polygon 22.4,ABZ IV,12163,Schloßstraße 126,14,21,,2,,2,Videri Immobilien GmbH - Cluster 64 - verloren,V_Polygon 22.4,Steglitz-Zehlendorf,Steglitz
VILICUS Property Consulting GmbH,V_Polygon 6.1-3 (Ausdehnung),,10627,Kantstraße 96,21,21,18,0,0,,VILICUS Property Consulting GmbH - V_Polygon 6.2 - 84 (A1) - verloren,V_Polygon 6.1-3 (Ausdehnung),Charlottenburg-Wilmersdorf,Charlottenburg
VILICUS Property Consulting GmbH,V_Polygon 6.1-3 (Ausdehnung),,10627,Kantstraße 94,28,27,29,1,0,,VILICUS Property Consulting GmbH - V_Polygon 6.2 - 84 (A1) - verloren,V_Polygon 6.1-3 (Ausdehnung),Charlottenburg-Wilmersdorf,Charlottenburg
VILICUS Property Consulting GmbH,V_Polygon 6.1-3 (Ausdehnung),,10627,Kantstraße 93A,21,22,27,1,0,,VILICUS Property Consulting GmbH - V_Polygon 6.2 - 84 (A1) - verloren,V_Polygon 6.1-3 (Ausdehnung),Charlottenburg-Wilmersdorf,Charlottenburg
VILICUS Property Consulting GmbH,V_Polygon 6.1-3 (Ausdehnung),,10627,Windscheidstraße 27,15,10,10,0,0,,VILICUS Property Consulting GmbH - V_Polygon 6.2 - 84 (A1) - verloren,V_Polygon 6.1-3 (Ausdehnung),Charlottenburg-Wilmersdorf,Charlottenburg
VILICUS Property Consulting GmbH,V_Polygon 6.1-3 (Ausdehnung),,10627,Windscheidstraße 40,23,26,25,6,0,,VILICUS Property Consulting GmbH - V_Polygon 6.1 - 46 (A1) - verloren,V_Polygon 6.1-3 (Ausdehnung),Charlottenburg-Wilmersdorf,Charlottenburg
VILICUS Property Consulting GmbH,V_Polygon 6.1-3 (Ausdehnung),,14059,Philippistraße 7,7,14,13,0,0,,VILICUS Property Consulting GmbH - V_Polygon 6.3 - Atrott - verloren,V_Polygon 6.1-3 (Ausdehnung),Charlottenburg-Wilmersdorf,Charlottenburg
VILICUS Property Consulting GmbH,V_Polygon 6.1-3 (Ausdehnung),,14059,Philippistraße 6,5,9,12,1,0,,VILICUS Property Consulting GmbH - V_Polygon 6.3 - Atrott - verloren,V_Polygon 6.1-3 (Ausdehnung),Charlottenburg-Wilmersdorf,Charlottenburg
VILICUS Property Consulting GmbH,V_Polygon 6.1-3 (Ausdehnung),,14057,Kaiserdamm 3A,19,31,34,3,0,,VILICUS Property Consulting GmbH - V_Polygon 6.3 - 34 - Atrott - verloren,V_Polygon 6.1-3 (Ausdehnung),Charlottenburg-Wilmersdorf,Charlottenburg
VILICUS Property Consulting GmbH,V_Polygon 32.1,,10247,Weichselstraße 6,17,,16,3,0,,VILICUS Property Consulting GmbH - V_Polygon 32.1 - Siepelt - verloren,V_Polygon 32.1,Friedrichshain-Kreuzberg,Friedrichshain
VILICUS Property Consulting GmbH,V_Polygon 32.1,,10247,Weichselstraße 5,11,,14,0,0,,VILICUS Property Consulting GmbH - V_Polygon 32.1 - Siepelt - verloren,V_Polygon 32.1,Friedrichshain-Kreuzberg,Friedrichshain
VILICUS Property Consulting GmbH,V_Polygon 139.5,,12051,Nogatstraße 5,19,,24,1,0,,VILICUS Property Consulting GmbH - V_Polygon 139.5 - Siepelt - verloren,V_Polygon 139.5,Neukölln,Neukölln
VILICUS Property Consulting GmbH,V_Polygon 139.5,,12051,Schierker Platz 5,16,,23,0,0,,VILICUS Property Consulting GmbH - V_Polygon 139.5 - Siepelt - verloren,V_Polygon 139.5,Neukölln,Neukölln
VILICUS Property Consulting GmbH,V_Polygon 139.4,,12051,Emser Straße 93,24,,24,1,0,,VILICUS Property Consulting GmbH - V_Polygon 139.5 - Franke - verloren,V_Polygon 139.4,Neukölln,Neukölln
VILICUS Property Consulting GmbH,V_Polygon 139.2,,12045,Pflügerstraße 26,17,,33,0,0,,VILICUS Property Consulting GmbH - V_Polygon 139.2 - Atrott - WEG - verloren,V_Polygon 139.2,Neukölln,Neukölln
VILICUS Property Consulting GmbH,V_Polygon 139.2,,12045,Pflügerstraße 26A,8,5,,0,,,VILICUS Property Consulting GmbH - V_Polygon 139.2 - Atrott - WEG - verloren,V_Polygon 139.2,Neukölln,Neukölln
VILICUS Property Consulting GmbH,V_Polygon 139.2,,12047,Pflügerstraße 2,15,,5,2,0,,VILICUS Property Consulting GmbH - V_Polygon 139.2 - Atrott - WEG - verloren,V_Polygon 139.2,Neukölln,Neukölln
VILICUS Property Consulting GmbH,V_Polygon 139.2,,12047,Pannierstraße 24,11,,28,0,0,,VILICUS Property Consulting GmbH - V_Polygon 139.2 - Atrott - WEG - verloren,V_Polygon 139.2,Neukölln,Neukölln
VILICUS Property Consulting GmbH,V_Polygon 139.2,,12047,Friedelstraße 17,24,,20,0,0,,VILICUS Property Consulting GmbH - V_Polygon 139.2 - Siepelt - verloren,V_Polygon 139.2,Neukölln,Neukölln
VILICUS Property Consulting GmbH,V_Polygon 139.2,,12047,Lenaustraße 12,15,,19,3,0,,VILICUS Property Consulting GmbH - V_Polygon 139.2 - Siepelt - verloren,V_Polygon 139.2,Neukölln,Neukölln
VILICUS Property Consulting GmbH,V_Polygon 139.1-5 (Ausdehnung),,12055,Karl-Marx-Straße 193,15,,9,2,0,,VILICUS Property Consulting GmbH - V_Polygon 139.3 - Franke - verloren,V_Polygon 139.1-5 (Ausdehnung),Neukölln,Neukölln
VILICUS Property Consulting GmbH,Polygon 6.0,,10627,Kantstraße 75,19,,11,4,0,,VILICUS Property Consulting GmbH - V_Polygon 6.1 - 46 (A1) - verloren,Polygon 6.0,Charlottenburg-Wilmersdorf,Charlottenburg
VILICUS Property Consulting GmbH,Polygon 6.0,,10627,Windscheidstraße 13,9,,10,1,0,,VILICUS Property Consulting GmbH - V_Polygon 6.1 - 46 (A1) - verloren,Polygon 6.0,Charlottenburg-Wilmersdorf,Charlottenburg
Villicus Grundeigentum GmbH,V_Polygon 32.1,,10245,Libauer Straße 16,30,44,34,0,2,2,Villicus Grundeigentum GmbH - V_Polygon 32.1 (A1) - verloren,V_Polygon 32.1,Friedrichshain-Kreuzberg,Friedrichshain
Villicus Grundeigentum GmbH,V_Polygon 32.1,,10245,Boxhagener Straße 16,28,62,42,8,4,3,Villicus Grundeigentum GmbH - V_Polygon 32.1 (A1) - verloren,V_Polygon 32.1,Friedrichshain-Kreuzberg,Friedrichshain
Villicus Grundeigentum GmbH,V_Polygon 32.1,,10245,Boxhagener Straße 15,19,22,22,6,4,2,Villicus Grundeigentum GmbH - V_Polygon 32.1 (A1) - verloren,V_Polygon 32.1,Friedrichshain-Kreuzberg,Friedrichshain
Vitec Immobilien-Management und Consulting GmbH,Cluster 05,,10717,Bundesallee 35,0,0,0,3,1,1,Vitec Immobilien-Management und Consulting GmbH  - Cluster 05 - B2B - verloren,Cluster 05,Charlottenburg-Wilmersdorf,Wilmersdorf
VKP – Verwaltungsgesellschaft Kapitzky & Herbst mbH,V_Polygon 22.4,ABZ IV,12159,Hauptstraße 80B,8,5,5,1,1,1,VKP – VERWALTUNGSGESELLSCHAFT KAPITZKY & HERBST MBH - Cluster 22 - 21 - verloren,V_Polygon 22.4,Tempelhof-Schöneberg,Friedenau
VKP – Verwaltungsgesellschaft Kapitzky & Herbst mbH,V_Polygon 22.4,ABZ IV,12159,Hauptstraße 80A,5,5,5,2,2,2,VKP – VERWALTUNGSGESELLSCHAFT KAPITZKY & HERBST MBH - Cluster 22 - 21 - verloren,V_Polygon 22.4,Tempelhof-Schöneberg,Friedenau
VKP – Verwaltungsgesellschaft Kapitzky & Herbst mbH,V_Polygon 22.4,ABZ IV,12159,Hauptstraße 80,6,6,6,2,2,2,VKP – VERWALTUNGSGESELLSCHAFT KAPITZKY & HERBST MBH - Cluster 22 - 21 - verloren,V_Polygon 22.4,Tempelhof-Schöneberg,Friedenau
VKP – Verwaltungsgesellschaft Kapitzky & Herbst mbH,Cluster 83,ABZ III,10625,Schlüterstraße 7,15,17,17,1,0,1,VKP – VERWALTUNGSGESELLSCHAFT KAPITZKY & HERBST MBH - Cluster 83 - WEG Schlüterstr - verloren,Cluster 83,Charlottenburg-Wilmersdorf,Charlottenburg
VKP – Verwaltungsgesellschaft Kapitzky & Herbst mbH,Cluster 22,,12159,Brünnhildestraße 7,5,10,10,0,0,0,VKP – VERWALTUNGSGESELLSCHAFT KAPITZKY & HERBST MBH - 0022 - WEG Brünnhildestr - verloren,Cluster 22,Tempelhof-Schöneberg,Friedenau
von Garrel Hausverwaltung e. Kfm.,V_Polygon 75.3 (Vorvermarktung abgebrochen),,10119,Joachimstraße 10,16,16,,7,,,von Garrel Hausverwaltung e. Kfm. - V_Polygon 75.3 (A1) - verloren,V_Polygon 75.3 (Vorvermarktung abgebrochen),Mitte,Mitte
von Garrel Hausverwaltung e. Kfm.,Cluster 64,,12161,Handjerystraße 65,4,4,,1,,3,von Garrel Hausverwaltung e. Kfm. - Cluster 64 - verloren,Cluster 64,Tempelhof-Schöneberg,Friedenau
von Garrel Hausverwaltung e. Kfm.,Cluster 64,,12161,Schmiljanstraße 12,8,8,,1,,2,von Garrel Hausverwaltung e. Kfm. - Cluster 64 - verloren,Cluster 64,Tempelhof-Schöneberg,Friedenau
VVG Dr. Wille - Berlin GbR Hausverwalter,V_Polygon 139.2,,12047,Bürknerstraße 15,19,15,,1,,3,VVG DR. WILLE - BERLIN GBR HAUSVERWALTER - V_POLYGON 139.2 - 95 (S1) - verloren,V_Polygon 139.2,Neukölln,Neukölln
VVG Dr. Wille - Berlin GbR Hausverwalter,V_Polygon 139.2,,12047,Pannierstraße 19,23,41,,0,,,VVG DR. WILLE - BERLIN GBR HAUSVERWALTER - V_POLYGON 139.2 - 95 (S1) - verloren,V_Polygon 139.2,Neukölln,Neukölln
VVG Dr. Wille - Berlin GbR Hausverwalter,V_Polygon 139.2,,12047,Pannierstraße 18,12,15,,0,,,VVG DR. WILLE - BERLIN GBR HAUSVERWALTER - V_POLYGON 139.2 - 95 (S1) - verloren,V_Polygon 139.2,Neukölln,Neukölln
VVG Dr. Wille - Berlin GbR Hausverwalter,V_Polygon 139.2,,10967,Kottbusser Damm 88,21,19,,2,,2,VVG DR. WILLE - BERLIN GBR HAUSVERWALTER - V_POLYGON 139.2 - 95 (S1) - verloren,V_Polygon 139.2,Neukölln,Neukölln
Walter Loll oHG,V_Polygon 80.2,,10555,Bochumer Straße 7,16,12,16,0,0,,Walter Loll oHG - V_Polygon 80.2 - 16 (A1) - verloren,V_Polygon 80.2,Mitte,Moabit
WBAG Wohnbar AG,V_Polygon 75.1 (Vorvermarktung abgebrochen),,10115,Schlegelstraße 13,16,16,16,1,1,1,WBAG Wohnbar AG - V_Polygon 75.1 - 18 (A1) - verloren,V_Polygon 75.1 (Vorvermarktung abgebrochen),Mitte,Mitte
Weber & Wernicke Immobilien KG,Cluster 03,ABZ III,10719,Ludwigkirchstraße 13,20,14,14,1,1,1,Weber & Wernicke Immobilien KG - Cluster 03 (N1) - verloren,Cluster 03,Charlottenburg-Wilmersdorf,Wilmersdorf
Weber & Wernicke Immobilien KG,Cluster 03,ABZ III,10719,Ludwigkirchstraße 12,11,15,15,1,0,0,Weber & Wernicke Immobilien KG - Cluster 03 (N1) - verloren,Cluster 03,Charlottenburg-Wilmersdorf,Wilmersdorf
Wehming Hausverwaltung,V_Polygon 139.2,,12047,Sanderstraße 8,11,20,20,2,0,0,Wehming Hausverwaltung - V_Polygon 139.2 - 40 (A1) - verloren,V_Polygon 139.2,Neukölln,Neukölln
Wehming Hausverwaltung,V_Polygon 139.2,,12047,Sanderstraße 7,21,20,20,1,0,0,Wehming Hausverwaltung - V_Polygon 139.2 - 40 (A1) - verloren,V_Polygon 139.2,Neukölln,Neukölln
Wehming Hausverwaltung,Cluster 22,,12159,Sieglindestraße 3,12,16,16,6,0,0,Wehming Hausverwaltung - Cluster 22 - 16 (A1) - verloren,Cluster 22,Tempelhof-Schöneberg,Friedenau
Weile HV,V_Polygon 80.1-2 (Ausdehnung),,10551,Waldstraße 52,4,25,,0,,,Weile HV - V_Polygon 80.2 (A1) - verloren,V_Polygon 80.1-2 (Ausdehnung),Mitte,Moabit
Weile HV,V_Polygon 80.1-2 (Ausdehnung),,10551,Waldstraße 51,4,20,,0,,,Weile HV - V_Polygon 80.2 (A1) - verloren,V_Polygon 80.1-2 (Ausdehnung),Mitte,Moabit
Werner Hollmann H.V.,V_Polygon 2.2,ABZ V,10825,Innsbrucker Straße 6,11,12,,0,,,Werner Hollmann H.V. - Cluster 02 - verloren,V_Polygon 2.2,Tempelhof-Schöneberg,Schöneberg
Werthmann Hausverwaltungen,V_Polygon 6.1-3 (Ausdehnung),,14057,Friedbergstraße 34,18,10,10,2,0,,Werthmann Hausverwaltungen - V_Polygon 6.2 - 10 (A1) - WEG - verloren,V_Polygon 6.1-3 (Ausdehnung),Charlottenburg-Wilmersdorf,Charlottenburg
Westfalia Immobilienverwaltung GmbH,Cluster 83,ABZ III,10627,Pestalozzistraße 73,40,50,,0,,,Westfalia Immobilienverwaltung GmbH - Cluster 83.123 - (N1) - verloren,Cluster 83,Charlottenburg-Wilmersdorf,Charlottenburg
Westfalia Immobilienverwaltung GmbH,Cluster 05,ABZ III,10715,Detmolder Straße 64B,10,29,,1,,2,Eigentümer Henning Connie GmbH & Co. KG - Cluster 05 - 40 (S1) - verloren,Cluster 05,Charlottenburg-Wilmersdorf,Wilmersdorf
Westfalia Immobilienverwaltung GmbH,Cluster 05,,10715,Detmolder Straße 64A,8,8,,1,,1,Eigentümer Henning Connie GmbH & Co. KG - Cluster 05 - 40 (S1) - verloren,Cluster 05,Charlottenburg-Wilmersdorf,Wilmersdorf
Westfalia Immobilienverwaltung GmbH,Cluster 05,ABZ III,10715,Detmolder Straße 64,9,8,,1,,1,Eigentümer Henning Connie GmbH & Co. KG - Cluster 05 - 40 (S1) - verloren,Cluster 05,Charlottenburg-Wilmersdorf,Wilmersdorf
Westfalia Immobilienverwaltung GmbH,Cluster 01,,10777,Nollendorfstraße 12,7,,,0,,,Westfalia Immobilienverwaltung GmbH - Cluster 01 - verloren,Cluster 01,Tempelhof-Schöneberg,Schöneberg
Westfalia Immobilienverwaltung GmbH,Cluster 01,,10777,Nollendorfstraße 11,10,,,2,,,Westfalia Immobilienverwaltung GmbH - Cluster 01 - verloren,Cluster 01,Tempelhof-Schöneberg,Schöneberg
WGBG Wirtschafts-Genossenschaft Berliner Grundbesitzer eG,V_Polygon 80.1-2 (Ausdehnung),,10551,Oldenburger Straße 31,27,43,36,1,0,,WGBG Wirtschafts-Genossenschaft Berliner Grundbesitzer eG - V_Polygon 80.2 - 116 (A1) - verloren,V_Polygon 80.1-2 (Ausdehnung),Mitte,Moabit
WGBG Wirtschafts-Genossenschaft Berliner Grundbesitzer eG,V_Polygon 80.1-2 (Ausdehnung),,10555,Elberfelder Straße 5,27,34,40,0,0,,WGBG Wirtschafts-Genossenschaft Berliner Grundbesitzer eG - V_Polygon 80.2 - 116 (A1) - verloren,V_Polygon 80.1-2 (Ausdehnung),Mitte,Moabit
WGBG Wirtschafts-Genossenschaft Berliner Grundbesitzer eG,Cluster 22,,12161,Eschenstraße 3,17,25,25,0,0,,WGBG Wirtschafts-Genossenschaft Berliner Grundbesitzer eG - Cluster 22 - 38 (A1) - verloren,Cluster 22,Tempelhof-Schöneberg,Friedenau
WGBG Wirtschafts-Genossenschaft Berliner Grundbesitzer eG,Cluster 22,,12161,Südwestkorso 74,10,10,13,1,0,3,WGBG Wirtschafts-Genossenschaft Berliner Grundbesitzer eG - Cluster 22 - 38 (A1) - verloren,Cluster 22,Tempelhof-Schöneberg,Friedenau
WGBG Wirtschafts-Genossenschaft Berliner Grundbesitzer eG,Cluster 02,,10823,Wartburgstraße 40,18,,24,1,0,,WGBG Wirtschafts-Genossenschaft Berliner Grundbesitzer eG - Cluster 02 - 54 - verloren,Cluster 02,Tempelhof-Schöneberg,Schöneberg
WGBG Wirtschafts-Genossenschaft Berliner Grundbesitzer eG,Cluster 02,,10825,Am Rathaus 6,11,10,,0,,,WGBG Wirtschafts-Genossenschaft Berliner Grundbesitzer eG - Cluster 02 - 54 - verloren,Cluster 02,Tempelhof-Schöneberg,Schöneberg
WGBG Wirtschafts-Genossenschaft Berliner Grundbesitzer eG,Cluster 02,,10823,Belziger Straße 22,21,20,20,2,0,,WGBG Wirtschafts-Genossenschaft Berliner Grundbesitzer eG - Cluster 02 - 54 - verloren,Cluster 02,Tempelhof-Schöneberg,Schöneberg
WHV Verwaltungs & Betreuungs GmbH,V_Polygon 80.2,,10551,Bremer Straße 70,16,18,16,0,0,,WHV Verwaltungs & Betreuungs GmbH - V_Polygon 80.2 (A1) - verloren,V_Polygon 80.2,Mitte,Moabit
WHV Verwaltungs & Betreuungs GmbH,V_Polygon 80.2,,10551,Bremer Straße 69,14,15,14,0,0,,WHV Verwaltungs & Betreuungs GmbH - V_Polygon 80.2 (A1) - verloren,V_Polygon 80.2,Mitte,Moabit
WiBeG Immobilienverwaltung UG,V_Polygon 76.1,,10115,Schönholzer Straße 14,10,10,10,0,0,0,WiBeG Immobilienverwaltung UG - V_Polygon 76.1 - 31 (A1) - verloren,V_Polygon 76.1,Mitte,Mitte
WiBeG Immobilienverwaltung UG,V_Polygon 76.1,,10115,Schönholzer Straße 13,10,10,10,0,0,0,WiBeG Immobilienverwaltung UG - V_Polygon 76.1 - 31 (A1) - verloren,V_Polygon 76.1,Mitte,Mitte
WiBeG Immobilienverwaltung UG,V_Polygon 76.1,,10115,Bernauer Straße 31,7,7,7,7,0,0,WiBeG Immobilienverwaltung UG - V_Polygon 76.1 - 31 (A1) - verloren,V_Polygon 76.1,Mitte,Mitte
Wilhelm Droste GmbH & Co. KG,Cluster 83,ABZ III,10625,Leibnizstraße 21,41,37,37,3,2,,Wilhelm Droste GmbH & Co. KG - Cluster 83 - 37 - verloren,Cluster 83,Charlottenburg-Wilmersdorf,Charlottenburg
Winterhoff Immobilien GmbH,Cluster 05,ABZ III,10713,Mannheimer Straße 26,17,22,21,1,,,Winterhoff Immobilien GmbH - Cluster 05 (N1) (S1) - verloren,Cluster 05,Charlottenburg-Wilmersdorf,Wilmersdorf
WOELKI Hausverwaltung,Cluster 03,ABZ III,10629,Giesebrechtstraße 15,16,,11,17,3,,WOELKI Hausverwaltung - Cluster 03 - verloren,Cluster 03,Charlottenburg-Wilmersdorf,Charlottenburg
Wohnungsbaugesellschaft m.b.H. Th. Semmelhaack,Cluster 83,,10625,Marie-Elisabeth-Lüders-Straße 8,65,48,,2,,,Wohnungsbaugesellschaft m.b.H.Th. Semmelhaack - Cluster 83 - verloren,Cluster 83,Charlottenburg-Wilmersdorf,Charlottenburg
Wohnungsbaugesellschaft m.b.H. Th. Semmelhaack,Cluster 83,,10625,Marie-Elisabeth-Lüders-Straße 6,46,37,,0,,,Wohnungsbaugesellschaft m.b.H.Th. Semmelhaack - Cluster 83 - verloren,Cluster 83,Charlottenburg-Wilmersdorf,Charlottenburg
